Gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
five,0.780021,0.730015,0.0,0.720969,0.711638,-0.022778,0.66094,0.65573,-0.031924,0.616169,0.614949,-0.039411,0.577405,0.59733,-0.046873,0.689411,0.525332,-0.016584,0.653979,0.452005,-0.029399,0.634478,0.40546,-0.040572,0.620619,0.366825,-0.049958,0.72773,0.504352,-0.019691,0.711608,0.410617,-0.029749,0.70479,0.352707,-0.039579,0.700918,0.30842,-0.047433,0.766163,0.507387,-0.026736,0.767238,0.41985,-0.044702,0.76964,0.364646,-0.059348,0.771234,0.316641,-0.069693,0.802816,0.530467,-0.035692,0.828732,0.473052,-0.057852,0.847651,0.434611,-0.07028,0.86335,0.397933,-0.078127
five,0.785823,0.738639,0.0,0.72815,0.720556,-0.024692,0.668982,0.667673,-0.035927,0.623955,0.624025,-0.045286,0.585537,0.60381,-0.054994,0.695665,0.541813,-0.022577,0.660384,0.466442,-0.038313,0.641146,0.416954,-0.050886,0.628936,0.374294,-0.061194,0.733249,0.518733,-0.025495,0.718805,0.423213,-0.038122,0.713411,0.361286,-0.04954,0.711266,0.311367,-0.058571,0.771568,0.52129,-0.032201,0.775845,0.431339,-0.052141,0.779862,0.373559,-0.068941,0.782584,0.322807,-0.080947,0.808244,0.544801,-0.040751,0.838466,0.488691,-0.06512,0.859442,0.450273,-0.079297,0.876491,0.413154,-0.088342
fist,0.782074,0.559014,-1e-06,0.728357,0.557716,-0.030665,0.683213,0.519058,-0.045302,0.662235,0.481739,-0.055474,0.655721,0.44725,-0.058931,0.684494,0.384125,-0.025161,0.665559,0.439432,-0.056555,0.683824,0.493978,-0.070938,0.696971,0.504893,-0.076719,0.724984,0.365196,-0.022434,0.71347,0.451083,-0.050501,0.728103,0.508507,-0.05274,0.735756,0.500751,-0.049111,0.767596,0.370351,-0.025311,0.759236,0.454703,-0.050872,0.764932,0.504115,-0.039971,0.768854,0.493061,-0.027962,0.808265,0.387219,-0.032104,0.800698,0.449781,-0.047397,0.802252,0.487815,-0.040859,0.806301,0.478466,-0.031252
fist,0.735146,0.549387,-1e-06,0.681096,0.54367,-0.026006,0.632457,0.50896,-0.039894,0.607663,0.474394,-0.051008,0.601396,0.440066,-0.056271,0.639063,0.371937,-0.018151,0.618217,0.432193,-0.047676,0.635019,0.48378,-0.063274,0.648921,0.492736,-0.070526,0.677725,0.357311,-0.018034,0.660067,0.439009,-0.044691,0.674923,0.492774,-0.049004,0.685291,0.490548,-0.047162,0.718833,0.363357,-0.022964,0.703961,0.444837,-0.047042,0.712829,0.490759,-0.03777,0.720236,0.483482,-0.027043,0.75945,0.380263,-0.031477,0.746379,0.439305,-0.044653,0.749555,0.473131,-0.037882,0.755987,0.465554,-0.028554
fist,0.717324,0.553374,-1e-06,0.655942,0.545036,-0.024948,0.602848,0.515377,-0.039716,0.570384,0.487378,-0.051993,0.55334,0.457933,-0.058123,0.606443,0.377003,-0.021657,0.572927,0.450924,-0.050669,0.59222,0.501289,-0.063426,0.609167,0.505748,-0.068587,0.644576,0.361923,-0.022649,0.61694,0.459277,-0.049771,0.635138,0.510015,-0.052698,0.646453,0.500733,-0.050159,0.685522,0.368261,-0.028277,0.66111,0.46188,-0.05274,0.67407,0.504814,-0.043176,0.683964,0.492584,-0.032572,0.726197,0.386198,-0.037363,0.70616,0.45095,-0.050501,0.708209,0.488115,-0.043384,0.714479,0.483811,-0.033903
fist,0.759908,0.522666,-1e-06,0.749961,0.439745,0.016319,0.709064,0.374532,0.014061,0.651708,0.359848,0.008078,0.613613,0.371152,0.004415,0.720413,0.30672,0.000553,0.629515,0.324237,-0.014583,0.638245,0.357983,-0.02154,0.659587,0.36226,-0.025638,0.707715,0.32873,-0.01573,0.613237,0.35902,-0.025769,0.629841,0.388351,-0.023021,0.654364,0.387462,-0.022783,0.691603,0.362534,-0.0315,0.606401,0.400416,-0.033987,0.627825,0.429801,-0.022064,0.65189,0.422044,-0.018407,0.675906,0.405912,-0.047198,0.618811,0.451513,-0.051591,0.641022,0.473858,-0.047641,0.663575,0.463372,-0.04594
fist,0.780614,0.553841,-0.0,0.814689,0.452798,0.019154,0.810112,0.373827,0.024334,0.772495,0.321917,0.027807,0.736037,0.316247,0.030642,0.764023,0.305547,0.001646,0.723748,0.267959,0.013118,0.730076,0.300393,0.021102,0.744952,0.327488,0.025215,0.716825,0.332279,-0.005548,0.692917,0.313497,0.016996,0.701379,0.345264,0.028378,0.715597,0.369009,0.03013,0.679352,0.37466,-0.008448,0.669066,0.362031,0.014185,0.679322,0.38778,0.024025,0.692989,0.411155,0.022885,0.650032,0.422153,-0.009712,0.649382,0.408107,0.00777,0.662944,0.432768,0.020508,0.676099,0.452362,0.027462
fist,0.784824,0.552773,-0.0,0.834097,0.453403,0.015413,0.835479,0.36711,0.025437,0.794289,0.313763,0.036481,0.760602,0.309,0.048466,0.753384,0.307277,0.00468,0.754009,0.257302,0.023026,0.768466,0.28997,0.03589,0.777362,0.324964,0.043142,0.701366,0.330731,0.003952,0.719118,0.303907,0.035506,0.735898,0.333824,0.049074,0.744816,0.36039,0.050945,0.66961,0.371401,0.007681,0.68699,0.348479,0.036652,0.704159,0.370364,0.04575,0.713956,0.398724,0.043103,0.648623,0.416329,0.013086,0.663397,0.394855,0.034211,0.681469,0.413514,0.046601,0.691099,0.435593,0.052865
fist,0.814162,0.541336,-0.0,0.833472,0.441804,0.031071,0.807341,0.382303,0.054984,0.768824,0.368336,0.075034,0.742905,0.391122,0.093436,0.719102,0.344429,0.054463,0.720452,0.352662,0.077679,0.740295,0.37585,0.079529,0.75521,0.393186,0.077789,0.687392,0.387434,0.049459,0.695612,0.39752,0.084896,0.715703,0.419002,0.08577,0.733019,0.435068,0.07857,0.671954,0.439786,0.047508,0.681481,0.440533,0.074956,0.699852,0.453811,0.071237,0.719228,0.470734,0.061816,0.664969,0.488311,0.048521,0.672238,0.485827,0.067219,0.690391,0.497604,0.072262,0.707135,0.509762,0.074027
fist,0.807188,0.449607,-0.0,0.757842,0.439026,0.006901,0.713906,0.465012,0.005098,0.6983,0.503799,-0.00053,0.69999,0.544901,-0.00475,0.668973,0.466908,0.015352,0.68088,0.56861,-0.00032,0.710085,0.562293,-0.014095,0.72202,0.535722,-0.021973,0.670999,0.486118,0.005041,0.693097,0.588927,-0.006457,0.721254,0.571255,-0.012864,0.728049,0.544634,-0.016327,0.683933,0.508614,-0.006618,0.706806,0.600607,-0.015162,0.736268,0.578548,-0.014645,0.742272,0.548595,-0.014266,0.70299,0.530406,-0.018962,0.728118,0.595108,-0.027907,0.750757,0.576615,-0.02924,0.754516,0.549693,-0.028217
fist,0.827374,0.509603,-1e-06,0.765014,0.538017,-0.009111,0.707012,0.549919,-0.018505,0.667352,0.565394,-0.028236,0.634762,0.580084,-0.033963,0.664021,0.43494,-0.016479,0.647059,0.548695,-0.041656,0.681183,0.560832,-0.05432,0.69489,0.531097,-0.061095,0.69346,0.415674,-0.024789,0.685772,0.551851,-0.049003,0.718607,0.55163,-0.052163,0.726243,0.518636,-0.05213,0.731127,0.414566,-0.03551,0.723106,0.543969,-0.058289,0.752236,0.541123,-0.051199,0.760028,0.510007,-0.043427,0.773434,0.426727,-0.047584,0.762915,0.525636,-0.066108,0.779809,0.526622,-0.064273,0.78878,0.498412,-0.058321
fist,0.802254,0.554933,-1e-06,0.744247,0.56266,-0.025786,0.69347,0.540944,-0.040099,0.665637,0.517137,-0.051534,0.657447,0.490715,-0.056956,0.677551,0.408326,-0.023852,0.65531,0.487305,-0.052247,0.681113,0.538382,-0.065319,0.698546,0.543009,-0.07153,0.71553,0.387464,-0.024022,0.70163,0.495124,-0.049808,0.725242,0.541532,-0.052115,0.733592,0.526969,-0.050014,0.758313,0.388373,-0.028829,0.749324,0.491985,-0.051245,0.76398,0.531319,-0.040241,0.768957,0.515766,-0.029488,0.80114,0.400566,-0.037178,0.792681,0.472237,-0.050286,0.797258,0.499949,-0.04354,0.799962,0.48658,-0.03468
fist,0.798015,0.5778,-1e-06,0.741568,0.578693,-0.028609,0.695811,0.53897,-0.043019,0.680939,0.496828,-0.053746,0.683327,0.459122,-0.058062,0.691295,0.404107,-0.02369,0.674054,0.455548,-0.055714,0.694508,0.511807,-0.071118,0.707821,0.528384,-0.077813,0.730981,0.380362,-0.022365,0.720386,0.462174,-0.050649,0.736602,0.522793,-0.053495,0.742779,0.520806,-0.050515,0.773929,0.383047,-0.026528,0.765676,0.466339,-0.051967,0.772395,0.519666,-0.041349,0.77434,0.513106,-0.029876,0.815074,0.399086,-0.034476,0.807007,0.46336,-0.048813,0.806725,0.505579,-0.041764,0.80736,0.500986,-0.032339
fist,0.792995,0.589338,-1e-06,0.736933,0.579715,-0.009669,0.688315,0.510855,-0.010344,0.678986,0.452282,-0.013063,0.694989,0.417724,-0.009839,0.706579,0.387258,0.007129,0.660494,0.383396,-0.021904,0.675613,0.447264,-0.033825,0.692962,0.47146,-0.036953,0.745432,0.372338,0.000753,0.701067,0.394766,-0.026059,0.716155,0.47503,-0.023385,0.732786,0.475625,-0.013845,0.785977,0.377446,-0.011805,0.745361,0.39883,-0.040009,0.751614,0.478405,-0.023791,0.768085,0.480321,-0.004949,0.824735,0.394871,-0.02655,0.792593,0.411749,-0.041907,0.786,0.466185,-0.031281,0.795963,0.471429,-0.017764
fist,0.80601,0.606434,-1e-06,0.740974,0.579022,-0.002458,0.696265,0.500314,-0.002558,0.706422,0.434127,-0.008571,0.73149,0.39476,-0.010696,0.714514,0.408735,0.017172,0.67484,0.365631,-0.012964,0.67819,0.426918,-0.025041,0.693805,0.459815,-0.027688,0.7489,0.39738,0.005812,0.70929,0.369693,-0.024625,0.716006,0.449111,-0.024518,0.734236,0.459411,-0.014992,0.787305,0.397285,-0.011717,0.74864,0.375645,-0.042628,0.752616,0.45659,-0.028227,0.77022,0.466151,-0.009664,0.827821,0.406678,-0.030556,0.788686,0.39086,-0.046355,0.784562,0.450497,-0.033894,0.799209,0.464417,-0.019416
fist,0.807495,0.605428,-1e-06,0.737821,0.576662,-0.001605,0.695709,0.503122,-0.002288,0.706739,0.443298,-0.009526,0.730074,0.404687,-0.014157,0.71538,0.420064,0.018102,0.679789,0.367574,-0.011256,0.679603,0.428096,-0.025666,0.695449,0.467185,-0.029723,0.747349,0.40969,0.006702,0.711491,0.367001,-0.023383,0.715764,0.446799,-0.0271,0.736717,0.469236,-0.019684,0.784797,0.408201,-0.010186,0.749482,0.367522,-0.039095,0.752642,0.448958,-0.026987,0.772693,0.471433,-0.009439,0.826774,0.414848,-0.028214,0.790497,0.38425,-0.042284,0.784904,0.442524,-0.029241,0.799865,0.463901,-0.014075
fist,0.802076,0.586317,-1e-06,0.730044,0.575864,-0.008068,0.673403,0.507026,-0.009006,0.660324,0.436292,-0.013862,0.66124,0.386682,-0.014171,0.676686,0.418729,0.010847,0.636067,0.368057,-0.022083,0.648939,0.430059,-0.036095,0.668995,0.465449,-0.039006,0.714385,0.395886,0.002133,0.680537,0.361927,-0.030377,0.695273,0.442011,-0.031014,0.711411,0.456724,-0.021551,0.756007,0.387109,-0.013107,0.72341,0.358658,-0.045223,0.733219,0.439042,-0.029755,0.746516,0.451989,-0.010314,0.800211,0.387411,-0.029981,0.766925,0.371787,-0.04654,0.767183,0.434322,-0.032684,0.778121,0.449987,-0.016989
fist,0.776736,0.536269,-1e-06,0.714955,0.561566,-0.022587,0.645524,0.527279,-0.031927,0.623607,0.456824,-0.042086,0.624571,0.403916,-0.045176,0.614085,0.4417,-0.00465,0.574443,0.393955,-0.04177,0.61079,0.443652,-0.05708,0.635471,0.471116,-0.06067,0.646709,0.402096,-0.007567,0.618715,0.36354,-0.042975,0.657955,0.43556,-0.043842,0.6658,0.449434,-0.034108,0.684602,0.374443,-0.017879,0.665902,0.343584,-0.052622,0.695581,0.41792,-0.037481,0.699078,0.432139,-0.017548,0.726035,0.354451,-0.030994,0.710852,0.335453,-0.049031,0.725383,0.391159,-0.035777,0.727233,0.408833,-0.020023
fist,0.802883,0.517186,-1e-06,0.749899,0.556439,-0.027913,0.679814,0.542607,-0.041378,0.636302,0.487409,-0.055496,0.608943,0.445768,-0.062207,0.634285,0.470603,-0.00919,0.591709,0.42556,-0.049343,0.636399,0.459086,-0.065645,0.66235,0.479872,-0.068695,0.659065,0.426722,-0.010087,0.631842,0.380726,-0.048435,0.681205,0.440502,-0.050046,0.684875,0.461172,-0.040294,0.68973,0.391167,-0.01884,0.671511,0.349612,-0.056281,0.710625,0.410855,-0.041805,0.711895,0.433582,-0.021744,0.724075,0.364821,-0.030644,0.708522,0.329197,-0.050267,0.728871,0.373196,-0.03785,0.730333,0.398205,-0.022223
fist,0.784489,0.458826,-0.0,0.739787,0.492333,-0.035793,0.693592,0.513385,-0.059746,0.675836,0.517408,-0.078448,0.677796,0.499828,-0.089502,0.619556,0.413113,-0.049437,0.654823,0.511679,-0.083669,0.690013,0.536799,-0.095986,0.694373,0.518863,-0.102285,0.65611,0.363309,-0.048179,0.712764,0.482705,-0.081505,0.735704,0.507109,-0.081911,0.720592,0.476708,-0.077736,0.702466,0.33309,-0.051428,0.758216,0.444472,-0.079578,0.771414,0.47113,-0.063715,0.757435,0.448574,-0.048972,0.748956,0.318152,-0.05962,0.790908,0.403854,-0.082579,0.800048,0.433712,-0.078087,0.790631,0.419636,-0.068825
fist,0.808311,0.307644,-0.0,0.743344,0.339243,-0.000284,0.697923,0.417094,-0.014041,0.686514,0.491563,-0.029533,0.682206,0.536453,-0.043387,0.641596,0.441897,-0.02898,0.681076,0.571235,-0.051849,0.708342,0.543278,-0.059661,0.701768,0.501006,-0.064053,0.675922,0.42677,-0.042853,0.724264,0.569835,-0.063697,0.742481,0.528111,-0.060923,0.733974,0.487788,-0.05965,0.719624,0.413397,-0.056786,0.761822,0.543553,-0.073274,0.775165,0.498402,-0.061292,0.765468,0.459064,-0.054369,0.766766,0.397815,-0.070785,0.794223,0.495482,-0.085181,0.800071,0.457921,-0.079481,0.791382,0.418369,-0.073645
fist,0.841436,0.335535,-0.0,0.7648,0.357514,0.009014,0.70845,0.428762,0.005563,0.689173,0.504313,-0.001425,0.692025,0.558488,-0.005905,0.651204,0.461911,0.002308,0.692572,0.582058,-0.015955,0.719263,0.556909,-0.025915,0.713478,0.525921,-0.03163,0.674412,0.474894,-0.01092,0.726971,0.595732,-0.027873,0.749226,0.557037,-0.027373,0.74184,0.521337,-0.026797,0.711765,0.485346,-0.024731,0.760527,0.587447,-0.036499,0.779317,0.546347,-0.027747,0.769551,0.511885,-0.02309,0.754422,0.491924,-0.038767,0.791795,0.559642,-0.048837,0.804878,0.526737,-0.046758,0.795224,0.497748,-0.043974
fist,0.864808,0.391986,-0.0,0.78989,0.371374,0.027971,0.735618,0.408191,0.040659,0.713957,0.451628,0.045421,0.714395,0.493249,0.048623,0.676417,0.423392,0.046194,0.688949,0.481311,0.049782,0.715124,0.474436,0.041422,0.734337,0.450456,0.034777,0.681663,0.4721,0.031659,0.703178,0.521088,0.045634,0.729375,0.509982,0.041376,0.743714,0.483844,0.034837,0.705089,0.514521,0.018166,0.726233,0.555593,0.032533,0.74957,0.537875,0.031015,0.758082,0.510161,0.024397,0.735888,0.551942,0.005699,0.760978,0.580863,0.014192,0.782936,0.558969,0.017621,0.791528,0.534387,0.019228
fist,0.859102,0.51739,-0.0,0.825709,0.427875,0.016458,0.774739,0.410046,0.028664,0.736577,0.43746,0.038142,0.722922,0.478482,0.045974,0.702415,0.409972,0.029981,0.708841,0.440344,0.039504,0.730248,0.449094,0.036534,0.747342,0.447754,0.032499,0.687298,0.467389,0.025156,0.701499,0.486228,0.045133,0.7244,0.491633,0.044112,0.744539,0.488703,0.038805,0.692803,0.524421,0.022106,0.707127,0.533313,0.037459,0.729334,0.531728,0.034905,0.750413,0.527012,0.028503,0.707058,0.576583,0.020247,0.721275,0.580127,0.029819,0.7429,0.573183,0.032634,0.76179,0.568626,0.034317
fist,0.83613,0.575857,-0.0,0.862112,0.472427,0.021768,0.838222,0.399988,0.040888,0.789644,0.392756,0.058835,0.762978,0.421935,0.076076,0.733191,0.368072,0.040158,0.738398,0.366587,0.064478,0.758713,0.390521,0.071011,0.773047,0.409684,0.071858,0.697716,0.413375,0.037852,0.709407,0.415945,0.073898,0.732272,0.435615,0.07867,0.75158,0.453315,0.074478,0.685272,0.466489,0.038708,0.699005,0.468261,0.065152,0.720364,0.477805,0.063629,0.741552,0.494441,0.055901,0.684818,0.516564,0.041793,0.694654,0.515889,0.060599,0.715844,0.523081,0.066524,0.73379,0.5352,0.068835
fist,0.815847,0.590647,-0.0,0.86142,0.479484,0.009527,0.853344,0.38659,0.017688,0.810116,0.338964,0.028514,0.781598,0.331866,0.041587,0.764059,0.358724,-0.004779,0.772016,0.285391,0.010541,0.796526,0.316325,0.023059,0.804074,0.35113,0.029986,0.715187,0.390171,-0.003165,0.742915,0.324072,0.022644,0.768164,0.34743,0.035881,0.773378,0.376634,0.038914,0.6904,0.427368,0.002692,0.715217,0.36638,0.026489,0.740535,0.383082,0.037543,0.7492,0.413695,0.037643,0.678754,0.464898,0.009934,0.698684,0.408739,0.026611,0.722865,0.41969,0.039478,0.732915,0.44322,0.046782
fist,0.818909,0.594867,-0.0,0.859297,0.487983,0.010557,0.857859,0.394717,0.012146,0.817786,0.337738,0.01502,0.779729,0.329933,0.019405,0.820847,0.366535,-0.021927,0.778874,0.276734,-0.020417,0.791424,0.307258,-0.012186,0.80598,0.342863,-0.004479,0.765932,0.394846,-0.02457,0.741295,0.310443,-0.011953,0.757472,0.333066,0.001618,0.769689,0.364691,0.00783,0.72293,0.428074,-0.023093,0.71316,0.358716,-0.004585,0.730694,0.375192,0.009538,0.741621,0.40531,0.012851,0.69172,0.462505,-0.020417,0.696483,0.405278,-0.003425,0.713324,0.420198,0.011704,0.721614,0.44502,0.02026
fist,0.812496,0.616002,-0.0,0.843986,0.525649,0.007774,0.844209,0.425804,0.000121,0.796018,0.359698,-0.009305,0.751,0.344666,-0.016941,0.867641,0.362983,-0.019242,0.785212,0.293272,-0.037025,0.775852,0.341909,-0.042233,0.792637,0.367165,-0.044522,0.834244,0.388219,-0.032877,0.746701,0.328622,-0.046733,0.74623,0.375377,-0.040241,0.767826,0.396019,-0.036359,0.796272,0.419976,-0.045687,0.717392,0.369984,-0.054735,0.721936,0.415999,-0.039641,0.74565,0.434225,-0.030912,0.756438,0.457142,-0.0581,0.701227,0.422855,-0.063241,0.709146,0.458599,-0.05303,0.729543,0.474268,-0.045106
fist,0.794524,0.626306,-0.0,0.822739,0.539009,0.007958,0.822734,0.443977,0.002089,0.786534,0.378415,-0.006193,0.748279,0.355939,-0.012531,0.850976,0.378511,-0.010341,0.760487,0.322728,-0.029327,0.750699,0.366567,-0.037889,0.769666,0.386551,-0.042802,0.827013,0.397119,-0.023511,0.725687,0.347626,-0.039269,0.725928,0.393004,-0.036404,0.749407,0.411431,-0.035232,0.796214,0.424823,-0.036709,0.702906,0.38924,-0.047162,0.709906,0.434218,-0.037345,0.736622,0.449174,-0.032852,0.762774,0.458681,-0.050071,0.695398,0.443282,-0.05901,0.703942,0.478608,-0.056346,0.727668,0.490872,-0.054017
fist,0.785212,0.640191,-0.0,0.807269,0.554013,0.005698,0.805873,0.46325,-0.001717,0.775169,0.400256,-0.011564,0.740983,0.375847,-0.018255,0.837381,0.393952,-0.009295,0.738156,0.343747,-0.031341,0.729563,0.390228,-0.041732,0.750442,0.40788,-0.047584,0.82103,0.408291,-0.022199,0.709177,0.367274,-0.042409,0.710831,0.416788,-0.041137,0.735709,0.433873,-0.040261,0.795408,0.433373,-0.03592,0.693192,0.404905,-0.049806,0.699663,0.453664,-0.040475,0.725872,0.468905,-0.035654,0.765622,0.464834,-0.050294,0.690636,0.458804,-0.062055,0.697941,0.496478,-0.061822,0.721771,0.508139,-0.060869
fist,0.795206,0.646531,-1e-06,0.761729,0.559095,0.000915,0.746967,0.466625,-0.006956,0.734328,0.402328,-0.017111,0.722471,0.364365,-0.022342,0.814093,0.385218,-0.00489,0.710281,0.348507,-0.031785,0.705398,0.39872,-0.046417,0.729962,0.416899,-0.054208,0.812294,0.400094,-0.017039,0.691405,0.380559,-0.041779,0.697141,0.430223,-0.042949,0.725976,0.44191,-0.042721,0.798986,0.427513,-0.031844,0.687696,0.4179,-0.050215,0.696041,0.466041,-0.039989,0.72392,0.47596,-0.033192,0.779997,0.46419,-0.04829,0.696674,0.46698,-0.062301,0.702084,0.503832,-0.060953,0.725689,0.513045,-0.058034
fist,0.807672,0.64916,-1e-06,0.72789,0.57449,-0.005017,0.711984,0.485331,-0.013132,0.714441,0.418219,-0.023513,0.72038,0.373799,-0.028675,0.792514,0.373267,-0.00015,0.688222,0.360616,-0.031087,0.690642,0.418053,-0.051709,0.719238,0.436495,-0.06367,0.808375,0.380581,-0.009971,0.681814,0.390689,-0.038764,0.690695,0.450109,-0.043999,0.725387,0.459701,-0.04506,0.810745,0.407562,-0.023963,0.690341,0.426166,-0.046898,0.699308,0.481399,-0.037392,0.731201,0.490171,-0.029458,0.801831,0.447103,-0.040635,0.708962,0.474877,-0.057936,0.717341,0.515892,-0.057241,0.74727,0.522078,-0.053627
fist,0.786063,0.636808,-1e-06,0.71457,0.570171,-0.008051,0.68619,0.488453,-0.016705,0.673825,0.42941,-0.028955,0.665603,0.378148,-0.03491,0.767803,0.361589,0.009981,0.671629,0.360131,-0.023681,0.664805,0.426654,-0.043215,0.685454,0.454333,-0.052502,0.790584,0.364787,-0.001293,0.673845,0.382586,-0.033855,0.675136,0.463696,-0.036829,0.705114,0.476475,-0.031678,0.807351,0.390928,-0.01841,0.697232,0.416705,-0.048051,0.701218,0.490354,-0.033721,0.729559,0.500407,-0.017636,0.816516,0.43338,-0.038484,0.733674,0.457448,-0.058562,0.733196,0.501421,-0.052305,0.756597,0.5081,-0.041182
fist,0.780976,0.637835,-1e-06,0.704552,0.587481,-0.006108,0.664945,0.503622,-0.010692,0.647637,0.439564,-0.020329,0.640292,0.383077,-0.023474,0.716264,0.372629,0.022355,0.641968,0.371703,-0.011002,0.64757,0.444819,-0.030039,0.669332,0.467374,-0.038327,0.749577,0.366322,0.010675,0.665764,0.387069,-0.020794,0.675384,0.471131,-0.023079,0.704213,0.474099,-0.016794,0.782371,0.379947,-0.008136,0.702006,0.402941,-0.039066,0.707941,0.482461,-0.023822,0.736595,0.487635,-0.006026,0.809283,0.40954,-0.029678,0.740817,0.429996,-0.048399,0.738221,0.48203,-0.039681,0.762294,0.488757,-0.026969
fist,0.781801,0.601804,-1e-06,0.70855,0.576383,-0.000922,0.663993,0.506499,-0.001578,0.673341,0.440909,-0.009136,0.695425,0.395746,-0.013698,0.674581,0.418388,0.022961,0.634749,0.369295,-0.007683,0.639907,0.432677,-0.02242,0.659013,0.467968,-0.026465,0.708267,0.403784,0.010638,0.666624,0.364284,-0.021857,0.674001,0.445475,-0.025842,0.696253,0.466586,-0.018003,0.74724,0.398654,-0.007762,0.706904,0.36403,-0.03964,0.7135,0.447765,-0.027477,0.73487,0.467437,-0.009123,0.790858,0.401562,-0.027231,0.747921,0.37953,-0.042626,0.746887,0.441193,-0.029703,0.76514,0.459691,-0.014436
fist,0.823043,0.520349,-1e-06,0.737864,0.529483,0.00095,0.674148,0.482219,0.005619,0.668776,0.420753,0.003335,0.685967,0.371748,0.003586,0.675984,0.405442,0.028962,0.63364,0.358091,0.000995,0.649116,0.41198,-0.014111,0.67143,0.446678,-0.018047,0.705809,0.379075,0.017865,0.662236,0.326998,-0.012102,0.685166,0.400611,-0.019021,0.710483,0.427973,-0.012059,0.742509,0.357553,0.001343,0.701122,0.311538,-0.02816,0.724254,0.391352,-0.019209,0.748973,0.420319,-0.001599,0.786841,0.340878,-0.015801,0.745607,0.309983,-0.030506,0.754626,0.369143,-0.01803,0.773947,0.395109,-0.002077
fist,0.850839,0.502104,-1e-06,0.764606,0.531742,-0.006058,0.690456,0.489054,-0.003452,0.687053,0.411573,-0.007165,0.718911,0.358481,-0.007233,0.684753,0.411508,0.02288,0.63195,0.365655,-0.008471,0.662339,0.417404,-0.024317,0.692237,0.441837,-0.029037,0.716279,0.375639,0.012871,0.663525,0.324071,-0.021366,0.701853,0.395608,-0.026886,0.730608,0.413245,-0.018126,0.754442,0.346196,-0.003758,0.706826,0.298568,-0.035127,0.743016,0.375629,-0.021854,0.770421,0.397287,-0.000851,0.800312,0.319591,-0.022307,0.757678,0.288338,-0.034976,0.774001,0.349412,-0.018988,0.794858,0.372376,-0.001064
fist,0.845229,0.545095,-1e-06,0.76834,0.544239,-0.010367,0.698107,0.473996,-0.013888,0.69432,0.394441,-0.022076,0.717343,0.342651,-0.025808,0.687401,0.366346,0.005594,0.641807,0.316462,-0.032698,0.6664,0.383043,-0.050154,0.691592,0.41803,-0.055101,0.731545,0.337562,-0.006395,0.693649,0.294451,-0.043761,0.717347,0.38361,-0.046739,0.733104,0.403839,-0.037428,0.782098,0.324412,-0.025212,0.74827,0.293787,-0.060127,0.766616,0.380135,-0.044777,0.779102,0.393334,-0.024424,0.835165,0.322428,-0.045963,0.801002,0.30323,-0.061881,0.806941,0.36758,-0.044975,0.818303,0.382507,-0.026902
fist,0.840002,0.559963,-1e-06,0.770723,0.556238,-0.037786,0.712731,0.500105,-0.055555,0.716556,0.441507,-0.06995,0.736274,0.407387,-0.0778,0.701498,0.331907,-0.024787,0.707726,0.362965,-0.066495,0.733824,0.434915,-0.091156,0.745084,0.462497,-0.103926,0.754514,0.290959,-0.02363,0.771247,0.354352,-0.063007,0.786625,0.445629,-0.071391,0.786375,0.462221,-0.069167,0.809846,0.285097,-0.029966,0.827528,0.356515,-0.068276,0.831195,0.441694,-0.060232,0.824421,0.449187,-0.046563,0.861768,0.298151,-0.040997,0.875483,0.357051,-0.063064,0.871311,0.420158,-0.056262,0.861142,0.421938,-0.044917
fist,0.868162,0.50321,-1e-06,0.804339,0.514682,-0.052316,0.747948,0.493263,-0.086483,0.743473,0.465557,-0.111899,0.779635,0.431367,-0.12867,0.748308,0.298996,-0.06603,0.765452,0.422426,-0.104983,0.781048,0.48498,-0.121924,0.780616,0.470309,-0.133171,0.804873,0.27099,-0.059348,0.83117,0.414475,-0.099202,0.835126,0.472875,-0.103998,0.82815,0.444115,-0.103972,0.862747,0.270888,-0.057904,0.88562,0.405528,-0.09232,0.880839,0.455586,-0.079429,0.873522,0.430352,-0.067535,0.915276,0.286914,-0.06261,0.930537,0.385588,-0.088096,0.923162,0.428955,-0.08469,0.915931,0.412995,-0.077326
fist,0.887295,0.458696,-1e-06,0.827858,0.471575,-0.063819,0.768263,0.448055,-0.098607,0.758332,0.432458,-0.122452,0.78605,0.395461,-0.136381,0.769812,0.262034,-0.078026,0.783854,0.388259,-0.119913,0.797428,0.455103,-0.133696,0.79502,0.445104,-0.141181,0.838057,0.230462,-0.065366,0.856332,0.394347,-0.106926,0.853455,0.45672,-0.108916,0.839812,0.422943,-0.106284,0.903426,0.233236,-0.059358,0.91673,0.394524,-0.098567,0.902927,0.446726,-0.084107,0.886079,0.418926,-0.069544,0.957771,0.25444,-0.060318,0.963894,0.373031,-0.091681,0.950221,0.417178,-0.089514,0.934847,0.40298,-0.081369
